word,category
प्रेशर,neither
ठीक-ठाक,nepali-only
कितने,neither
यूट्यूब,neither
वार्ता,nepali-only
क्षेम,nepali-only
रखवा,neither
जा,nepali-only
शर्म,neither
आथि॑क,neither
करनेवाली,neither
होता।,nepali-only
क्रान्तिकारी,nepali-only
पकड़ी,neither
अदाकारों,neither
उम्मीदवार,neither
इजाज़त,neither
लगना,nepali-only
स्मरण,nepali-only
रिष्तेदारों,neither
वर्गीकरण,neither
परेड,nepali-only
लद्दाख,neither
ढका,neither
खबरों,neither
चेती,neither
५००,numeral/punctuation
चरित्रार्थ,neither
कलाम,neither
संरक्षा,neither
ज़मानें,neither
एजेण्ट,neither
वार्निंग,neither
फ्रैंकलिन,neither
रहमान,neither
उतार-चढ़ाव,neither
सातवीं,neither
तीवरदेव,neither
अंडर,neither
नेहरू,neither
सभ्य,nepali-only
क्लाडियस,neither
वह,neither
फरदीन,neither
सार्वभौम,nepali-only
पढते,neither
फिल्में,neither
पंगा,neither
हैलीफेक्स,neither
घुम,nepali-only
मुंडका,neither
चंगेज,neither
मसलों,neither
रांची,neither
रॉय,neither
चाच्चा,neither
आदिकाल,nepali-only
दोआब,neither
चापलूसी,neither
कुहल,neither
सेंटगोबेन,neither
फेसिलिटेशन,neither
बजाते,neither
तिथी,neither
टाटा-बिड़ला,neither
एल्टन,neither
जुगलचंद्र,neither
आवेश,nepali-only
मिल्या,neither
माउस,nepali-only
रीति,nepali-only
ट्राय,neither
इंद्र,neither
गंभीरता,neither
खिलाफ़,neither
खूबी,neither
मुर्तज़ा,neither
बताएगा,neither
मामाश्री,neither
सत्तामूलक,neither
राष्ट्रपति,nepali-only
बोल्ड,neither
अनुष्ठानों,neither
पाखी,nepali-only
निकलना।,neither
अनुग्रह,nepali-only
स्थूल,neither
ज़ुल्म,neither
पाती।,nepali-only
पंत,neither
सज़ा,neither
देखनेसुनने,neither
मनोभाव,nepali-only
ट्रकों,neither
१६,numeral/punctuation
अलख,nepali-only
सोहम,neither
एनएसजी,neither
टर्मीनेटर,neither
हैरी,neither
स्टोरिंग,neither
उद्द्येश्य,neither
ब्याज,nepali-only
पूर्वानुमेय,neither
तुम्हारी,neither
गुरु-भगवान,neither
पीटे,neither
जोड़कर,neither
हास्यफुहार,neither
सपोर्ट,neither
अमन,nepali-only
इन्शा,neither
अश्विन,neither
हथियाने,neither
पुनि,neither
वंश,nepali-only
बाप,neither
आसानी,nepali-only
सेंपिल,neither
महात्म्य,neither
महानिदेशक,neither
बूटा,neither
बैनर,neither
पॉजीटिव,neither
पॉइंट,neither
कुंदेरा,neither
जरूरीः,neither
हार्न,neither
सहृदयता,neither
बटुकेश्वर,neither
अंगदान,neither
इमेजेज,neither
विष्ठा,neither
ङ्क्षलग,neither
विदेश,nepali-only
चट्टाने,neither
कार्य।,nepali-only
रिक्त,nepali-only
पांत,neither
असंतुलन,neither
पीकन,neither
जे,nepali-only
दूं।,neither
पत्र-पत्रिकाओं,neither
विभीषण,nepali-only
रखकर,neither
रचनाऐं,neither
नुमा,neither
संरचनात्मक,neither
यारो-मददगार,neither
सोसाइटी,nepali-only
उदयपुर,nepali-only
धनंजय,neither
थप्पड़,neither
बुद्धिजीवी,nepali-only
कांपते,neither
ज़िन्दगी,neither
बोदे,neither
नमक,neither
विकेटें,neither
विधि-विधान,nepali-only
टीशर्ट,neither
सकेगा,neither
उतरने,neither
किसान,nepali-only
प्रेषित,nepali-only
पडेगा,neither
लोकगीत,nepali-only
चिकित्सालयों,neither
एकाग्रता,neither
दक्षिणी,nepali-only
सिखावन,neither
बाज़ी,neither
एएनएम,neither
ग़ज़ल,neither
यतोचित,neither
केवलिया,neither
मलबा,neither
खूबसूरती,neither
महानता,neither
भंडारित,neither
मुकाम,nepali-only
माननीय,nepali-only
इस्लामी,neither
जागृत,nepali-only
थायरॉइड,neither
स्तन,nepali-only
काला,neither
सीपीएम,neither
दोपहर,neither
परिजनों,neither
पैंतालीस,neither
चेहरेकी,neither
श्लोक,neither
टसर,neither
खुफिया,nepali-only
नार्वे,neither
उडद,neither
प्रतापगढ़,neither
छज्जे,neither
चक्रव्यूह,nepali-only
बॉक्स,neither
सदियों,neither
नायीं,neither
कैज़ुअल,neither
इनको,neither
लडकी,nepali-only
बैल,nepali-only
दो-तिहाई,neither
सद्भव,neither
कटकाई।,neither
नोकदार,neither
सनातन,nepali-only
बाइबल,nepali-only
ब्लागरों,neither
सी,neither
खोरी,nepali-only
महाराजगंज,neither
सिंघवी,neither
उबाल,neither
नृशंस,nepali-only
सवा,neither
भरमार,nepali-only
लेप,nepali-only
परिभाषा,nepali-only
अस्मिता,nepali-only
सेव,neither
तरंगे,neither
बाबा,nepali-only
ऊंची,neither
कमियां,neither
धीर-धीरे,neither
दौलत,nepali-only
फोकस,nepali-only
जिताने,neither
लेडीज,neither
मॉडल,neither
पंचलड़ी,neither
सहारे।,neither
ज्ञान,nepali-only
उपलब्धता,neither
इंटरव्यू,neither
दिखाएं।,neither
पर्सनॉलिटी,neither
अपशब्दों,neither
भुला,neither
पाठान्तर,neither
इमारत,nepali-only
मनपसंद,neither
कम्यून,neither
छुड़ा,neither
मंअभी,neither
शामों,neither
शशि,neither
कडी,nepali-only
झांके,neither
मायने,neither
बहुत,nepali-only
रंगत,neither
आयेगा,neither
सान्त्वना,nepali-only
हिंसा-अहिंसा,neither
अंधेरा,neither
सुत,neither
मेलिंग,neither
खजुराहो,neither
जहा,neither
ढ़ेर,neither
संबंधियो,neither
माले,nepali-only
एफसीआई,neither
जिम्मेदारी,nepali-only
शासनकाल,nepali-only
विश्वरंजन,neither
राहुल,nepali-only
जंतर,neither
इकलौती,neither
फिक्स्ड,neither
भागीदारी,neither
पुनर्जीवित,neither
हार्ले,neither
अवश्यम्भावी,nepali-only
सवानी,neither
परंन्तु,neither
मौकों,neither
जनसुरक्षा,neither
चढ़ने,neither
एल्विन,neither
खोना,neither
सिंधी,neither
पटरी,nepali-only
टॉम,neither
बोझ,nepali-only
पसरी,neither
जमाने,neither
अभिमन्यू,neither
पथराव,neither
पैड,neither
हादसे,neither
ढूढों,neither
छू-मंतर,neither
क्रियान्वित,neither
कूल,nepali-only
रोमांचित,neither
टुन्न,nepali-only
गुनगुनाहट,neither
सहजता,neither
होने,neither
रोनाल्डो,neither
अपने-अपने,neither
जीएस,neither
घुमारवीं,neither
तालाबों,neither
ग़म,neither
बोलो,neither
शैम्पू,neither
संबंधों,neither
अर्थशक्त्युत्थ,neither
आवान,neither
नारायण,nepali-only
लालूयादव,neither
बैलों,neither
प्रज्वलित,nepali-only
लाचार,nepali-only
निरीह,nepali-only
एम्बेलिश्ड,neither
ढंक,neither
महिलाओं,neither
यातनाओंकी,neither
झगड़,neither
बचवा,neither
जातियाँ,neither
पैदा,nepali-only
गोट,neither
मैसेजिंग,neither
अनुप,nepali-only
विधिक,neither
सुनाने,neither
धकेलना,neither
हस्ती,nepali-only
परिपूर्णता,neither
कारगर,neither
राजतंत्र,neither
तमन्ना,neither
सूचीबद्ध,neither
अब्राहम-आदम,neither
हेलीकोप्टर,neither
बलशाली,neither
समेटने,neither
पन्ने,neither
षब्द,neither
पञ्च,nepali-only
प्रतिभा,nepali-only
दानकर,neither
सुनहरे,neither
जेहिं,neither
कसूर,neither
पिस्तौल,neither
बुलावे,neither
द्विवेदी।,neither
पुष्ट,nepali-only
सितारा,nepali-only
ढ़ाई,neither
रैंकिग,neither
जिद्दी,nepali-only
यज्ञशाला,neither
धनिये,neither
यार।,nepali-only
कालकूट,neither
जनता,nepali-only
हारे,neither
जबाव,neither
सुनि,nepali-only
रेखांकित,neither
बना,neither
उपस्थिति,nepali-only
प्रतिकार,nepali-only
हितों,neither
गोस्वामी,neither
वहां,neither
सार्वजनिक,nepali-only
एक्जीक्यूटिव,neither
पहुंचा,neither
काषकृत्स्न,neither
सुबह,neither
उत्तराधिकारी,nepali-only
तुर्क,nepali-only
अपराधियों,neither
पो,nepali-only
क्यूंकि,neither
बाँसुरी,nepali-only
पचमढ़ी,neither
सपरिवार,nepali-only
चिट्ठा,nepali-only
अल्पना,neither
खूनखराबे,neither
फैज़,neither
इलीट,neither
पटकने,neither
तत्कालीन,nepali-only
वसुंधरा,neither
गुजारिश,neither
गांड़,neither
बेलीं,neither
उलझता,neither
घराने,neither
बेटे,neither
अमृत,nepali-only
विजली,neither
वाजिद,neither
गार्सिया,neither
पाइप,nepali-only
नापसंद,neither
प्रणाली,nepali-only
पैकेजों,neither
रॉड,neither
रहूंगा।,neither
क्योंकि,neither
दुलहन,neither
इग्नू,neither
इवेन,neither
तब-तब,neither
गंवाया,neither
हनुमान,nepali-only
मर्डर,nepali-only
आत्मिक,nepali-only
पार्षद,nepali-only
तुड़वा,neither
चैरिटी,neither
वहन,nepali-only
छप,neither
दुनियाँ,nepali-only
पेड़ों,neither
उभरी,neither
महामहिम,neither
लूकरगंज,neither
बोलियां,neither
बिल्डर्स,neither
तदात्म्य,neither
रेमो,neither
लड़का,neither
उठाइए,neither
हजारीबाग,neither
छदम,neither
आमले,neither
चोखे,neither
नाचो।,neither
अभिन्न,nepali-only
लिहाज़ा,neither
मानें,neither
अतिशीघ्र,neither
एक्जिट,neither
डिस्कों,neither
फोटोग्राफी,neither
बाबूगिरी,neither
सोनोग्राफी,neither
हस्तियों,neither
मानुष-सत्ता,neither
हैरान,nepali-only
कागजा,neither
पहुँचे,neither
वासनात्मक,neither
प्रोफेशनलिज्म,neither
लिए,neither
खेलो,neither
जिहाद,neither
दीजिये।,neither
पदार्थों,neither
काव्यवस्तु,neither
रतनपुर,nepali-only
छह,neither
हॅसी,neither
पढ़िए,neither
जबां,neither
गुरूजी,neither
वायु,nepali-only
टॉप,neither
चरित्रवान,neither
हय।,neither
उलटा,neither
ईनाम,neither
संजय,neither
चींची,neither
ह्रास,nepali-only
विकेट,neither
पब,neither
लाभार्थी,neither
फंगल,neither
सृजनात्मकता,neither
खड़ीबोली,neither
जाइए,neither
बाल्यकाल,neither
शिरकत,neither
कई-कई,neither
सीखे,neither
जलाया,neither
काले,nepali-only
केतनी,neither
कीजिए।,neither
मिटटी,neither
युवको,neither
ॐ,neither
शिक्षाओं,neither
सत्यपाल,neither
साकार,nepali-only
हफ़्ते,neither
शुक्रवार,nepali-only
विनियोग,neither
दूकान,neither
खिलौने,neither
ऋषभदेव,neither
मजाक।,nepali-only
चंद,neither
ख्याती,neither
नवादे,neither
दुसरे,neither
याने,neither
धुंधला,neither
हलके,neither
छपेगी,neither
महंगे,neither
नित्यकर्म,neither
परासौली,neither
सॉल्टलेक,neither
मिरांडा,neither
नुक्स,neither
भूकंप,neither
को,nepali-only
खोलीं,neither
बरकारर,neither
लिफ़्ट,neither
वर्मी,neither
अंतर्राष्ट्रीय,neither
संघर्षरत,neither
संवदेना,neither
बेयोंसे,neither
हेरिटेज,neither
सौहाद्र्र,neither
भड़ास,neither
चाहने,neither
सुकूं,neither
फिरौती,neither
पार्टीज,neither
चेक,nepali-only
स्व,nepali-only
कर्तव्य,nepali-only
देखिए।,neither
वहशी,neither
रिप्ले,neither
पहुंची।,neither
पद्मजा,neither
ट्रेक्टर,neither
खट्टी,neither
उसे,neither
मार-पीट,neither
लिंग,neither
जैसै,neither
सामईन,neither
एकान्त।,nepali-only
दानव,nepali-only
अभिशासन,neither
तत,nepali-only
दिल,nepali-only
ओछी,neither
फालोअर,neither
असाधारण,nepali-only
गुजराती,neither
महापद्यनंद,neither
डाकू,neither
सुरा,nepali-only
व्याकरण,nepali-only
बोलूंगा,neither
सीमान्त,nepali-only
सुलझती,neither
स्वर,nepali-only
चीज़,neither
गहनतम,neither
बचाना,neither
पुडिय़ा,neither
साम्प्रदायिकता,neither
निजी,nepali-only
तालमेल,nepali-only
पीजीडीएमसीएच,neither
शालीनता,neither
पढ़ाओ।,neither
आवंटन,neither
लाचर,neither
माना।,nepali-only
संघर्षों,neither
इलाहाबाद,neither
महाकाव्य,nepali-only
पुरुषोत्तम,nepali-only
प्रयोग,nepali-only
महेन्द्रभटनागर,neither
आर्षग्रंथों,neither
सजग,nepali-only
बीएसई,neither
सम्पत्तिकर,neither
अस्वाभाविक,nepali-only
विवशता,neither
बगल,nepali-only
सिंघोड़ा,neither
आशावादी,nepali-only
कप्तानी,neither
छोड़िए,neither
राउत,nepali-only
फ़ुटबाल,neither
दसूहाब्लॉक,neither
चाहिए,neither
उदारमना,nepali-only
बांधा,neither
लड़ते,neither
पष्चिम,neither
कहावत,neither
आॢथक,neither
पफैले,neither
जताना,neither
आर्टस,neither
उसको,neither
हिन्दुइज्म,neither
कंपनी,neither
श्यौराज,neither
र,nepali-only
एटीट्यूट,neither
आर्यभट,neither
हेक्टेयर,neither
भुरभुरी,neither
सखा,nepali-only
कोशिस,neither
उथल-पुथल,nepali-only
आजमगढ़,neither
कांग्रेसजन,neither
साइकोटिक,neither
दीवालियेपन,neither
खातिरदारी,neither
सूचकांक,neither
सिरफिरों,neither
सवेरे,neither
महंगार्इ,neither
समग्रता,neither
इन्तेज़ार,neither
लांगीट्यूड,neither
छाया,neither
लेफ्टिनेंट,neither
पिल्ला,neither
किरणो,neither
लठ्ठ,nepali-only
तुम्हीं,neither
होर्स,neither
वैज्ञानिक,nepali-only
एससीएसटी,neither
स्थलों,neither
ईराक,neither
मालूम,neither
रहेंगे,neither
रेलिगेयर,neither
समस्याग्रस्त,neither
सेक्सनों,neither
भाल,neither
महार,neither
आख़िर,neither
फल,nepali-only
जलधारा,neither
झुककर,neither
बुरी,neither
प्रंशसा,neither
दिनेश,nepali-only
जड़ें,neither
श्रोताओं,neither
कैम्प,neither
प्रोफ़ेसर,neither
ट्रिगर,neither
सेनी,neither
मुँह,neither
उमड़ी,neither
सुने।,neither
धनराशि,nepali-only
ग्रांट,neither
भूरिया,neither
उभरे,neither
ये,neither
जांय,neither
विवेचन,nepali-only
करूंगा,neither
भ्रष्टचार,neither
लविंग,neither
गड़करी,neither
वर्चुअल,neither
जीमेल,neither
दौड़ा-दौड़ा,neither
परमाणु,nepali-only
अप्रेल,neither
कौंधता,neither
दरिया,nepali-only
तौर-तरीका,neither
मझधार,neither
अभियांत्रिकी,neither
बिकना,neither
सप्तम,nepali-only
घूमना,neither
गुब्बारे,neither
सांस-सांस,neither
कुछ,neither
हाथों-हाथ,neither
भेड़,neither
क्रान्ति,nepali-only
सज़ा,neither
हँसी-खुशी,neither
भंडारों,neither
अनूठी,neither
जिरह,nepali-only
चित्र।,nepali-only
सुनो--जागे।,neither
सत्रह,neither
भरेंगे,neither
आलोचना,nepali-only
परमब्रह्म,neither
आश्चर्यचकित,nepali-only
पेंडिंग,neither
प्रयास,nepali-only
प्रवर्तक,nepali-only
मूंगा,neither
कोठरी,neither
गायब,nepali-only
छान,nepali-only
संस्था,nepali-only
उपसमिति,nepali-only
जगत,nepali-only
कांटा,neither
केबिल्स,neither
निर्देशन,nepali-only
एजुकेशन,neither
एग्जीक्यूटिव,neither
टूटी,neither
लाजवाब,neither
बनइ,neither
समाज-सुधार,nepali-only
महाकवि,nepali-only
बहुवचनों,neither
एलटीटीइ,neither
बुनता,neither
ऊर्ध्वगामी,nepali-only
वृन्द,nepali-only
आत्मविश्लेषण,neither
किंगडम,neither
हेडली,neither
सिस्टेम,neither
साग,nepali-only
नायकों,neither
वेल्यू,neither
चढाई,neither
कंस्ट्रक्सन,neither
लौटते,neither
उठाती,neither
दूसरे,neither
स्टूडेंट्स,neither
ड्राइव,neither
अलोक,nepali-only
केन्द्रीत,neither
पीड़ासित,neither
श्रीमद,neither
विषयों,neither
होंठों,neither
खर्चीला,neither
मिठाइयाँ,neither
प्रभावित,nepali-only
जीवनरेखा,neither
दे,neither
पर्वों,neither
आँखें।,neither
डालने,neither
भाड़ा,neither
बढार्ऌ,neither
तीस,nepali-only
क्षत-विक्षत,nepali-only
अरमान,neither
मामलात,neither
सेंक,neither
दीर्घा,neither
लाल,nepali-only
हाईप्रोफाइल,neither
ब्लेज़र,neither
मानक,nepali-only
देना।,neither
पांडा,neither
पुस्तक,nepali-only
स्मृतिआलेख,neither
हीटर,nepali-only
भजन-कीर्तन,neither
श्रोण,neither
ऴिषय,neither
जुड़,neither
सलिल,nepali-only
अंबेसडर,neither
ज़िबिग्न्यू,neither
लंबी,neither
बतायें,neither
तेजोमय,neither
संस्थानें,neither
काटेगा,neither
टेलीफोन,neither
देवपूजा,neither
कोहली,neither
स्पिनोजा,neither
सांवरिया,neither
संचालकों,neither
मंडेला,neither
चलना।,neither
विवादों,neither
उत्क्रान्ति,neither
हथियार,neither
भूगोल,nepali-only
ज़ोर,neither
दीया,neither
ऊँटों,neither
बचाकर,neither
दावं,neither
भोगार्थ,neither
अर्जेंटीनी,neither
ठंड,neither
दरबार,nepali-only
नोट्स,neither
साम्हने,neither
निगाहे-रहगुज़र,neither
नन्हा-मुन्ना,neither
दर्शा,neither
मवेशियों,neither
विलिस,neither
ब्लास्ट,neither
योगक्षेत्र,neither
सऊदी,neither
गर्वपूर्वक,neither
विद्यमान।,nepali-only
पुनर्लेखन,neither
चित्रशाला,neither
उर्वरा,nepali-only
डॉक्टरों,neither
प्रभा,nepali-only
चलकर,neither
संकल्पना,neither
आपराधिक,nepali-only
तर्ज,neither
रचियता,neither
सौंदर्य,neither
विदा,nepali-only
थी।,neither
आमदनी,neither
आईटी,nepali-only
पिंजरे,neither
के।,nepali-only
वरदानों,neither
चाकू,neither
दुख-सुख,neither
स्कूल-कॉलेज,neither
बैठेबिठाए,neither
१४८०,numeral/punctuation
पेपर्स,neither
दफ़न,neither
एनटीपीसी,neither
फ़ैसला,neither
सौदागार,neither
जुडे,neither
सूचनाप्रद,neither
किताब।,nepali-only
खोट,nepali-only
समय-समाज,neither
राकेश,nepali-only
सूंघ,neither
झाड़ोल,neither
खुचा,neither
ख़्वाबों,neither
विजया,nepali-only
सफारी,nepali-only
पिरो,neither
मोहरा,neither
रामलला,neither
अफ़लातून,neither
चौदह,neither
ख्वाजा,neither
बकरियां,neither
फ्यूअल,neither
टर्म,neither
अपेक्षा,nepali-only
शासन,nepali-only
वर्डज़,neither
हल्ला,nepali-only
पन्ना,nepali-only
अंकों,neither
गाढ़े,neither
छिपे,neither
कभार,neither
अधिकारी,nepali-only
रखा,neither
ज्ञानयज्ञ,neither
विशेषीकृत,neither
काम।,nepali-only
शिकायतकत्र्ता,neither
जिंबाब्वे,neither
यशराज,neither
तहकीकात,neither
चींटे,neither
मज़दूरों,neither
कायल,nepali-only
उनसे,neither
छूटनी,neither
लाने,neither
संयम,nepali-only
रंजन-मोद,neither
अखिलेश,neither
कैमिकल्स,neither
नरेगा,neither
आदमियत,neither
जिन्दा,neither
गुज़रे,neither
भूषित,nepali-only
बर्किघम,neither
विजयदान,neither
मेगावॉट,neither
समझाते,neither
मुद्रित,nepali-only
नितांत,neither
कमेटी,neither
न्यूयार्क,neither
प्रयासरत,nepali-only
फोटुएं,neither
कीम,neither
पकड़कर,neither
लोप,nepali-only
दौड़,neither
उच्चवर्णीय,neither
ख-आन,neither
लहरों,neither
फेंका,neither
तड़के,neither
गुरुॱ,neither
सच्चर,neither
देवदार,neither
चिंटू,neither
स्पर्श,nepali-only
भाद्रपद,neither
तुच्छ,nepali-only
सूत,neither
आराजकता,neither
खीज,neither
नवोन्मेष,neither
सुनूँगा।,neither
ट्रोजन,neither
मतलब,nepali-only
चहेते,neither
चरम,nepali-only
ओक्सीजन,neither
बच,neither
रत्नागिरि,neither
कहीं,nepali-only
निहलानी,neither
ठेठ,neither
छांव,neither
जयप्रकाश,nepali-only
विपरीत,nepali-only
दक्कन,neither
बीट,neither
अतीस,neither
करारों,neither
करवायेगें।,neither
शमीम,neither
छोड़ते,neither
खुशियों,neither
आती।,nepali-only
सताने,neither
खिलाएं,neither
इंकलाब,neither
ब्राडकास्टर,neither
बॉडलिंग,neither
प्रस्तुतियां,neither
उत्पादकता,neither
चौकोर,neither
प्लेटो,neither
अचानक,nepali-only
अप्रूवल,neither
शत,neither
कमर्शियल,neither
बौद्घिक,neither
हूं,neither
रिलीज़,neither
पत्ता,nepali-only
कांट्रैक्ट,neither
वुड्स,neither
ग्राम्स्की,neither
यदि,nepali-only
कही।,neither
ऊधमसिंह,neither
हनुमानजी,neither
चमडी,neither
इमोशन,neither
सोनम,neither
यमुना,nepali-only
बोर्नो,neither
समझी।,neither
घसीट,neither
निष्क्रियता,neither
भटका,neither
खानपान,nepali-only
नंगा,neither
भरत,nepali-only
गठित,nepali-only
इस्तीफे,neither
ठहरा,neither
महत्त्वपूर्ण,nepali-only
निवाला,neither
सफ़ेद,neither
चन्द्रानंद,neither
लक्ष्य,nepali-only
निपुण,nepali-only
गजनेर,neither
थोड़ा,neither
रंगे,neither
प्रहरी,nepali-only
प्रात्येक,neither
विश्राम,nepali-only
पोटाश,neither
घंटों,neither
गवाई,neither
इन्जाइम,nepali-only
लेवल,neither
पलड़ा,neither
चोली,nepali-only
अनुपातिक,neither
बनानी,neither
चतुर्वेदी,neither
पड़ोसियों,neither
खामी,neither
मतों,neither
बोरिवली,neither
टुकड़े,neither
भटकना,neither
बंधवा,neither
पोता,neither
महल,nepali-only
राजस्थान,neither
केन्द्रों,neither
मन्त्रमें,neither
ट्रेक,neither
गणतांत्रिक,neither
नाइट,nepali-only
ठहराना,neither
नामों,neither
उद्देश्य,nepali-only
विकृत,nepali-only
पालना,nepali-only
कामिनी,nepali-only
तीसरे,neither
कड़ियाँ,neither
मछुआरों,neither
दामिनी,neither
बनवाई,neither
विश्वासोत्पादक,neither
तकरीबन,neither
वीज़ा,neither
सखियां,neither
चुन,nepali-only
अंशांशावतार,neither
बैठकों,neither
ग्यारहवीं,neither
सुल्तान,neither
पैर,neither
बंट,neither
अँतर,neither
रोबोट,nepali-only
बढे।,neither
दुआ,neither
गुलाल,neither
ब्रोकर,neither
लडी,neither
तौर,nepali-only
फोर्स,nepali-only
राष्ट्रबंधु,neither
नर्मदा,nepali-only
हखामनी,neither
उपभोक्तावादी,neither
माओ,nepali-only
मूर्ती,neither
पढ़े,neither
विधायक,nepali-only
सर्वांगीण,neither
ॠषिकेश,neither
सुनील,nepali-only
गुस्से,neither
सुषुप्त,nepali-only
नियति,nepali-only
झगड़े,neither
कदम,nepali-only
बैठें,neither
रत्ना,nepali-only
पतली,neither
वशिष्ट,neither
बॉसरी,neither
सुलग,neither
बहूमत,neither
सूर्पनखा,neither
मुजफ्फरपुर,neither
अनुमान,nepali-only
जादा,neither
कैंसर,neither
सुरुचिपूर्ण,neither
सर,nepali-only
देखते,neither
प्रबन्धन,nepali-only
फरेब,neither
मित्तल,neither
पड़ा।,neither
बाबासाहेब,neither
कुल्फी,neither
गर्मागर्म,neither
प्राप्त,nepali-only
दायमा,neither
टिकटों,neither
हिमेश,neither
भाभा,neither
रहें,neither
नाटो,neither
बताइए,neither
आर्द्रता,nepali-only
बाबुल,neither
निभा,nepali-only
हैडकांस्टेबल,neither
चक,nepali-only
खगोल,nepali-only
फैक्ट्रियां,neither
उपयोगकर्ताओं,neither
वैन,neither
निसवत,neither
रक्षाबंधन,neither
माफिया,nepali-only
धृतराष्ट,neither
लाइव,neither
झांकी,neither
लागने,neither
इंगलैंड,neither
मनोरंजन,neither
कांवेंटों,neither
मिलेगा।,neither
लोकल,nepali-only
लगते,neither
मधुखवों,neither
सरकार,nepali-only
मैँ,neither
बुरांश,neither
प्लेटफ़ार्म,neither
देवकी,neither
ड्यूटियां,neither
मुकदमों,neither
मुहँ,neither
पास।,nepali-only
खनन,neither
प्रतिपल,neither
सैनिक,nepali-only
बाबूजी।,neither
डण्डे,neither
बायोलॉजिकल,neither
अन्या,neither
दुध,neither
होरी,nepali-only
बना।,neither
खिंचता,neither
हिले,nepali-only
येक,neither
सैन्नी,neither
बिस्वा,neither
अधिक।,nepali-only
लश्करे,neither
तुष्ट,nepali-only
फुरसतियाजी,neither
आयीं,neither
ओम्फेलॉस,neither
देहत्याग,nepali-only
प्रकरणों,neither
मजमा,neither
ब्रेकिंग,neither
कर्मयोगी,nepali-only
पकड़ने,neither
अशिस्त,neither
१५,numeral/punctuation
गृहणियों,neither
चुनती,neither
ख़ान,neither
सम्पत्ति,nepali-only
बम्बई,nepali-only
टाईगर,neither
सिकुड़,neither
अंतरंगता,neither
सर्वथा,nepali-only
गौरतलब,neither
बैठेगा,neither
कारणवश,neither
कारागर,neither
वानखेड़े,neither
वाक्पटुता,neither
ठहरती,neither
सुरक्षाधिकारियों,neither
पहुंचकर,neither
पाठक,nepali-only
फैक्टर,neither
बुटेल,neither
स्त्रियों,neither
पाएगी,neither
कुर्बानी,nepali-only
महत्वहीन,neither
बी,neither
फेक्ट्री,neither
पल,nepali-only
भक्तों,neither
वरन,neither
दादा,neither
रिश्ता,neither
इत्र,neither
यूजीन,neither
दत्तमंगलवार,neither
आभासी,neither
कारों,neither
पारित,nepali-only
मैचों,neither
सुनता,neither
पागल,nepali-only
र्ध्म,neither
यह्,neither
कैश,neither
अजूबा,neither
लोक-गीतों,neither
महायुद्ध,neither
कपकोट,neither
मापदण्ड,nepali-only
बनानेवाले,neither
गिरती,neither
बच्च्यिों,neither
सैय्यद,neither
उसूल,neither
पीस,neither
सुरिंदर,neither
जाएं।,neither
तान्त्रिक,nepali-only
पत्नियाँ,neither
अभिनेत्रियों,neither
बेचने,neither
फूटेगा,neither
धाम,nepali-only
सेवायोजित,neither
प्रेत,nepali-only
आकाशे,neither
कोठों,neither
युवतियों,neither
मज़ा,neither
शुक्रिया,neither
पूजा,nepali-only
संबलपुरी,neither
प्रज्ज्वलन,neither
लेंगे।,neither
टाकीज,neither
गा,neither
लगता।,neither
सफेद।,nepali-only
चिल्लाते,neither
होशियारी,neither
मैकेनिकल,neither
प्रतिवर्ष,neither
दिमागी,nepali-only
मार्क्सवाद,neither
नाजुक,nepali-only
कोलिंस,neither
दशको,neither
भाजी,neither
ढील,neither
मास्को,neither
कल्पना,nepali-only
फिल्म्स,neither
भरतिया,neither
सर्वर,neither
सिरेसे,neither
जन्मा,neither
कालीशंकर,neither
पढ़ें,neither
निशाने,neither
कुतुबमीनार,neither
महीन,neither
पढ़िए,neither
दुर्ग,neither
दबाने,neither
मिलती,neither
मिततल,neither
वज़ह,neither
जन्माष्टमी,neither
नहाना,neither
खटखटाया,neither
हनलाई,neither
रूचि,nepali-only
तोड़ा,neither
जार,nepali-only
एंटनी,neither
जालसाज,neither
इफ्फी,neither
संवेदना,neither
आरआईएल,neither
एवं,nepali-only
योहाना,neither
फिंगर,neither
मैसेज,neither
भईया,neither
मेंरी,neither
अश्रु,nepali-only
आखिर,nepali-only
मद्दे-नज़र,neither
व्यक्त्वि,neither
याचिकाओं,neither
मिर्धा,nepali-only
प्रक्षेपित,neither
कमाते,nepali-only
गायी,neither
विन्ध्य,neither
नेताओ,neither
अड़,neither
नामी,nepali-only
बर्धन,neither
रब्बानी,neither
सोचें,neither
लूटपाट,neither
ब्रेन,nepali-only
मातरम,neither
भगतसिंह,neither
दयनीय,neither
दामों,neither
चैम्पियन,neither
इच्छाओं,neither
नौकरियों,neither
भिड़ंत,neither
पाओ।,neither
सहरसा,neither
निर्माता,nepali-only
संदर्भ,neither
माने,nepali-only
हाऊस,neither
पटिया,neither
मोहिनी,nepali-only
करते-करते,neither
भारतम,neither
गोस्पेल,neither
हिंदुस्तानी,neither
जुड़कर,neither
गीता,nepali-only
मदमाते,neither
उद्मियों,neither
छाले,nepali-only
दूरगामी,nepali-only
आलोचकों,neither
मुआ,neither
बाशी,neither
१९९३,numeral/punctuation
महकी-महकी,neither
मरता।,neither
धराशायी,neither
अपील,nepali-only
गाब्रिएल,neither
लेकर,neither
अल्ट्राक्लाविक,neither
जुबान।,neither
विजेताओं,neither
अयस्क,neither
बसते,neither
